ph,ph_s,wt,wt_s,ec,ec_s,status
13.76,1,21.53,0,4.52,1,101
4.75,2,15.2,2,9.78,1,221
6.71,1,27,1,1.98,0,110
6.2,0,20.11,0,5.53,1,1
6.76,1,26.5,1,1.64,0,110
6.77,1,26.5,1,1.72,0,110
10.07,1,10.43,2,0.32,2,122
5.52,0,13.53,2,2.27,0,20
4.6,2,19.14,0,7.54,1,201
6.14,0,91.22,1,0.78,2,12
5.75,0,70.57,1,0.48,2,12
7.11,1,18.31,0,9.59,1,101
6.77,1,26,1,1.63,0,110
7.07,1,64.14,1,0.98,2,112
10.51,1,17.14,2,6.16,1,121
5.73,0,8.49,2,3.38,1,21
0.08,2,91.22,1,1.66,0,210
5.6,0,18,0,2.17,0,0
12,1,19.49,0,2.12,0,100
6.69,1,27,1,1.99,0,110
3.34,2,17.59,2,0.28,2,222
5.66,0,55.88,1,2.84,1,11
6.81,1,27,1,1.86,0,110
3.96,2,18.14,0,1.31,0,200
6.62,1,27,1,1.97,0,110
5.73,0,21,0,1.23,0,0
3.83,2,2.14,2,9.9,1,221
7.65,1,18.28,0,3.92,1,101
3.56,2,17.59,2,9.26,1,221
6.11,0,18.77,0,0.98,2,2
5.66,0,63.56,1,3.1,1,11
6.79,1,27,1,1.7,0,110
6.85,1,27,1,1.63,0,110
6.84,1,26.5,1,1.63,0,110
5.24,2,90.45,1,9.68,1,211
0.42,2,10.12,2,1.39,0,220
1.41,2,0.34,2,2.02,0,220
6.01,0,63.94,1,1.98,0,10
6.79,1,26.5,1,1.63,0,110
5.89,0,70.79,1,8.14,1,11
11.23,1,63.65,1,0.64,2,112
6.73,1,27,1,2.02,0,110
11.42,1,15.05,2,0.42,2,122
5.84,0,18.32,0,8.25,1,1
4.14,2,2.87,2,7.84,1,221
12.21,1,9.69,2,1.3,0,120
2.29,2,19.55,0,0.75,2,202
6.75,1,26.5,1,1.62,0,110
0.43,2,2.85,2,2.12,0,220
4.71,2,20.81,0,0.52,2,202
6.76,1,26.5,1,1.64,0,110
3.03,2,99.55,1,2.13,0,210
5,2,97.15,1,2.14,0,210
6.78,1,26.5,1,1.65,0,110
0.69,2,1.16,2,1.14,2,222
2.13,2,69.16,1,4.75,1,211
6.79,1,26.5,1,1.71,0,110
0.57,2,19.56,0,3.81,1,201
5.07,2,10.1,2,9.49,1,221
6.12,0,15.37,2,3.48,1,21
13.61,1,17.3,2,1.14,2,122
6.85,1,27,1,1.62,0,110
5.69,0,20.77,0,0.84,2,2
3.89,2,5.13,2,2.04,0,220
5.65,0,65.73,1,3.8,1,11
5.62,0,26.66,1,1.18,2,12
0.68,2,16.48,2,1.83,0,220
3.33,2,39.58,1,1.99,0,210
6.81,1,26.5,1,1.71,0,110
0.4,2,34.49,1,9.03,1,211
6.79,1,26.5,1,1.71,0,110
6.63,1,19.64,0,0.22,2,102
5.79,0,0.24,2,0.37,2,22
1.64,2,20.95,0,5.22,1,201
9.94,1,3.88,2,0.59,2,122
6.03,0,93.38,1,0.42,2,12
2.62,2,8.95,2,9.94,1,221
5.75,0,18,0,2.46,0,0
5.64,0,21.34,0,7.68,1,1
0,2,23.71,1,2.78,1,211
3.89,2,18.4,0,0.41,2,202
10.33,1,16.83,2,0.15,2,122
2.85,2,18.46,0,5.08,1,201
0.88,2,19.25,0,1.23,0,200
11.25,1,21.74,0,8.86,1,101
6.71,1,27,1,1.96,0,110
10.86,1,12.3,2,1.49,0,120
12.32,1,33.24,1,0.68,2,112
13.03,1,14.59,2,5.43,1,121
3.64,2,12.53,2,2.13,0,220
12.85,1,19.43,0,8.47,1,101
6.16,0,12.3,2,0.76,2,22
0.98,2,16.28,2,1.18,2,222
9.34,1,21.44,0,7.85,1,101
11.25,1,18.08,0,3.75,1,101
8,1,15.81,2,1.13,2,122
7.63,1,33.54,1,1.16,2,112
5.91,0,10.27,2,1.08,2,22
5.35,2,4,2,1.27,0,220
5.91,0,18.59,0,4.63,1,1
1.38,2,22,0,0.25,2,202
6.78,1,26.5,1,1.64,0,110
6.8,1,26.5,1,1.63,0,110
5.81,0,19.35,0,1.17,2,2
10.96,1,12.81,2,2.39,0,120
6.03,0,19.76,0,6.39,1,1
2.8,2,18.36,0,7.29,1,201
5.74,0,14.85,2,6.66,1,21
6.75,1,26.5,1,1.63,0,110
6.84,1,27,1,1.63,0,110
3.62,2,36,1,0.6,2,212
4.88,2,4.54,2,6.76,1,221
1.08,2,29.24,1,1.67,0,210
5.88,0,3.12,2,1.67,0,20
9.61,1,49.57,1,7.91,1,111
5.73,0,41.29,1,0.61,2,12
6.78,1,3.86,2,6.24,1,121
10.07,1,21.76,0,0.31,2,102
6.16,0,7.13,2,2.21,0,20
8.52,1,21.29,0,6.32,1,101
6.81,1,26.5,1,1.63,0,110
6.09,0,17.57,2,4.48,1,21
4.07,2,17.87,2,1.93,0,220
6.8,1,26.5,1,1.63,0,110
5.63,0,21,0,1.65,0,0
1.2,2,1.73,2,2.03,0,220
5.86,0,19.52,0,6.28,1,1
6.78,1,26.5,1,1.73,0,110
7.43,1,16.41,2,3.38,1,121
5.74,0,20.78,0,0.22,2,2
6.84,1,27,1,1.63,0,110
5.09,2,10.08,2,0.79,2,222
6.11,0,24.55,1,0.92,2,12
8.81,1,18.64,0,1.58,0,100
2.54,2,21.76,0,0.64,2,202
6.18,0,18.39,0,3.27,1,1
9.54,1,39.33,1,9.71,1,111
5.68,0,11.71,2,0.48,2,22
5.63,0,18,0,2.07,0,0
9.89,1,18.5,0,6.28,1,101
6.19,0,6.77,2,5.42,1,21
5.11,2,21.68,0,2.5,0,200
5.69,0,18.43,0,1.08,2,2
12.18,1,19.14,0,0.22,2,102
6.82,1,27,1,1.62,0,110
5.71,0,9.62,2,1.71,0,20
8.58,1,3.86,2,2.86,1,121
13.18,1,21.87,0,2.26,0,100
6.11,0,45.72,1,4.7,1,11
6.82,1,26.5,1,1.71,0,110
5.56,0,19,0,2.21,0,0
5.65,0,11.16,2,0.95,2,22
5.19,2,19.06,0,2.31,0,200
5.58,0,22,0,1.42,0,0
4.7,2,55.61,1,1.53,0,210
6.05,0,22,0,2.47,0,0
6.76,1,26.5,1,1.63,0,110
6.84,1,26.5,1,1.63,0,110
2.18,2,9.93,2,3.43,1,221
2.6,2,29.43,1,5.31,1,211
1.23,2,18.29,0,0.2,2,202
6.77,1,26,1,1.64,0,110
7.52,1,21.46,0,9.11,1,101
6.78,1,27,1,1.94,0,110
11.58,1,20.18,0,1.68,0,100
6.01,0,19.65,0,0.18,2,2
5.63,0,19.38,0,9.11,1,1
5.21,2,19.47,0,2.12,0,200
5.85,0,8.04,2,1.24,0,20
6.84,1,27,1,1.63,0,110
6.15,0,17.6,2,9.06,1,21
6.82,1,27,1,1.7,0,110
5.59,0,19,0,1.82,0,0
3.87,2,34.16,1,2.4,0,210
2.89,2,76.53,1,2.62,1,211
5.6,0,18.15,0,0.28,2,2
9.72,1,21.04,0,1.76,0,100
0.81,2,20.1,0,0.23,2,202
6.85,1,26.5,1,1.63,0,110
4.77,2,20.43,0,0.76,2,202
3.95,2,16.85,2,0.25,2,222
6.87,1,26.5,1,1.63,0,110
5.81,0,13.97,2,1.37,0,20
6.17,0,82.21,1,1.71,0,10
6.85,1,26.5,1,1.64,0,110
6.85,1,26.5,1,1.63,0,110
6.17,0,15.89,2,7.69,1,21
6.08,0,11.72,2,8.88,1,21
8.96,1,19.19,0,8.97,1,101
4.19,2,16.14,2,2.22,0,220
6.16,0,10.76,2,1.34,0,20
6.83,1,27,1,1.62,0,110
6.15,0,10.7,2,1.11,2,22
2.51,2,35.2,1,8.96,1,211
9.07,1,20.97,0,2.17,0,100
5.63,0,19,0,1.33,0,0
8.63,1,19.92,0,4.53,1,101
9.73,1,16.14,2,1.09,2,122
5.71,0,12.83,2,0.81,2,22
6.1,0,4.67,2,2.36,0,20
5.57,0,18.56,0,7.25,1,1
3.51,2,6.43,2,2.37,0,220
6.83,1,27,1,1.62,0,110
11.23,1,25.7,1,0.09,2,112
5.97,0,20.55,0,0.66,2,2
7.3,1,8.32,2,9.03,1,121
6.78,1,26.5,1,1.64,0,110
11.8,1,13.69,2,0.58,2,122
10.76,1,62.91,1,0.35,2,112
6.7,1,27,1,1.97,0,110
11.88,1,67.37,1,0.2,2,112
6.83,1,26.5,1,1.63,0,110
5.93,0,60.62,1,9.1,1,11
4.11,2,81.47,1,0.69,2,212
7.33,1,19.93,0,0.46,2,102
6.83,1,26.5,1,1.63,0,110
8.02,1,18.12,0,4.69,1,101
6.79,1,26.5,1,2.01,0,110
5.94,0,70.39,1,2.22,0,10
9.58,1,8.94,2,8.89,1,121
5.54,0,18.09,0,0.79,2,2
4.89,2,20.87,0,2.4,0,200
9.37,1,2.47,2,4.37,1,121
5.97,0,16.84,2,7.13,1,21
9.03,1,19.35,0,1.77,0,100
5.85,0,61.97,1,7.76,1,11
1.18,2,21.24,0,2.34,0,200
11.18,1,18.62,0,0.49,2,102
6.76,1,19.86,0,2.4,0,100
0.55,2,1.85,2,0.99,2,222
4.14,2,19.7,0,2.78,1,201
5.55,0,21.17,0,0.22,2,2
6.74,1,27,1,2.01,0,110
5.71,0,17.75,2,1.98,0,20
6.83,1,26.5,1,1.64,0,110
10.99,1,20.94,0,2.17,0,100
5.6,0,13.55,2,1.02,2,22
9.5,1,20.87,0,0.63,2,102
6.74,1,27,1,1.87,0,110
6.72,1,27,1,2,0,110
12.62,1,7.32,2,6.35,1,121
5.98,0,7.25,2,8.04,1,21
6.82,1,27,1,1.95,0,110
3.48,2,15.78,2,0.08,2,222
3.55,2,49.64,1,1.19,2,212
2.07,2,21.39,0,1.36,0,200
6.78,1,26.5,1,1.82,0,110
4.87,2,6.12,2,7.01,1,221
5.52,0,11.36,2,1.09,2,22
8.24,1,59.74,1,0.57,2,112
9.34,1,81.08,1,4.43,1,111
5.6,0,38.45,1,9.96,1,11
3.98,2,21.75,0,7.58,1,201
0.04,2,14,2,0.33,2,222
10.87,1,21.75,0,2.41,0,100
12.78,1,88.83,1,0.1,2,112
5.87,0,1.27,2,1.19,2,22
12.27,1,9.88,2,1.58,0,120
5.8,0,92.89,1,0.39,2,12
6.82,1,26.5,1,1.63,0,110
9.05,1,80.31,1,2.67,1,111
6.7,1,27,1,2,0,110
1.38,2,27.49,1,0.53,2,212
5.99,0,19.38,0,0.93,2,2
1.93,2,59.46,1,2.13,0,210
11.15,1,57.54,1,0.73,2,112
6.8,1,27,1,1.7,0,110
6.77,1,26.5,1,1.99,0,110
0.41,2,21.79,0,1.32,0,200
6.8,1,26.5,1,1.64,0,110
0.55,2,7.52,2,6.03,1,221
5.93,0,62.36,1,0.52,2,12
9.6,1,16.98,2,1.62,0,120
5.78,0,6.08,2,9.23,1,21
6.77,1,26,1,1.63,0,110
6.12,0,32.49,1,0.92,2,12
6.75,1,27,1,1.87,0,110
6.14,0,77.15,1,1.86,0,10
7.09,1,69.78,1,0.21,2,112
6.16,0,55.16,1,4.28,1,11
8.22,1,49.53,1,4.97,1,111
6.09,0,31.81,1,5.48,1,11
6.86,1,27,1,1.62,0,110
10.64,1,21.22,0,4.64,1,101
1.41,2,9.06,2,1.1,2,222
2.58,2,20.27,0,9.3,1,201
6.75,1,27,1,1.89,0,110
6.78,1,26.5,1,1.71,0,110
6.83,1,27,1,1.63,0,110
6.82,1,26.5,1,1.63,0,110
6.73,1,26.5,1,2.04,0,110
6.74,1,27,1,2.04,0,110
7.55,1,3.14,2,1.36,0,120
0.93,2,96.86,1,0.01,2,212
5.94,0,8.59,2,9.67,1,21
1.56,2,34.08,1,2.47,0,210
5.99,0,0.2,2,0.99,2,22
4.95,2,19.63,0,1.09,2,202
5.11,2,67.66,1,6.3,1,211
0.89,2,21.94,0,5.13,1,201
0.77,2,61.48,1,1.81,0,210
0.08,2,13.18,2,1.55,0,220
3.25,2,18.91,0,3.02,1,201
2.35,2,12.96,2,1.23,0,220
4.37,2,18.06,0,1.14,2,202
6.78,1,26,1,1.64,0,110
5.73,0,6.04,2,6.53,1,21
10.97,1,63.18,1,8.16,1,111
2.43,2,14.49,2,0.55,2,222
1.3,2,15.9,2,2.16,0,220
5.49,2,19.95,0,0.48,2,202
6.77,1,27,1,2.04,0,110
4.48,2,51.74,1,5.62,1,211
6.02,0,15.43,2,1.92,0,20
0.62,2,20.24,0,3.44,1,201
0.56,2,92.97,1,5.08,1,211
1.84,2,18.24,0,2.22,0,200
5.74,0,20.73,0,0.73,2,2
2.54,2,18.66,0,2.38,0,200
6.81,1,26.5,1,1.64,0,110
4.31,2,11.05,2,2.17,0,220
2.76,2,14.03,2,2.02,0,220
5.7,0,16.72,2,2.05,0,20
6.77,1,26.5,1,1.71,0,110
5.59,0,38.24,1,7.65,1,11
10.47,1,47.52,1,0.31,2,112
9.88,1,47.27,1,8.98,1,111
10.09,1,85.57,1,1.04,2,112
1.82,2,20.44,0,2.72,1,201
12.46,1,12.14,2,0.13,2,122
2.01,2,20.16,0,2.5,0,200
0.69,2,5.46,2,3.22,1,221
6.76,1,26.5,1,1.62,0,110
13.85,1,24.23,1,1.11,2,112
1.73,2,21.31,0,2.15,0,200
6.85,1,26.5,1,1.63,0,110
13.49,1,19.37,0,6.8,1,101
6.76,1,27,1,2.05,0,110
8.15,1,19.21,0,0.78,2,102
11.11,1,8.72,2,2.48,0,120
2.12,2,91.67,1,2.34,0,210
5.53,0,20,0,1.89,0,0
6.8,1,26.5,1,1.63,0,110
5.95,0,28.05,1,1.21,0,10
13.86,1,75.91,1,7.33,1,111
6.77,1,26,1,1.64,0,110
0.05,2,21.02,0,2.27,0,200
6.69,1,27,1,2,0,110
11.29,1,14.92,2,6.3,1,121
6.77,1,26.5,1,1.99,0,110
3.44,2,20.77,0,0.48,2,202
6.11,0,84.17,1,4.53,1,11
11.95,1,17.56,2,6.35,1,121
5.71,0,33.17,1,2.48,0,10
5.61,0,19.98,0,0.32,2,2
6.19,0,87.69,1,0.33,2,12
4.42,2,18.78,0,0.9,2,202
13.91,1,18.97,0,3.15,1,101
5.89,0,19,0,2.29,0,0
3.39,2,18.6,0,2.48,0,200
5.82,0,21.7,0,4.12,1,1
5.72,0,16.64,2,2.38,0,20
12.48,1,3.1,2,1.2,0,120
6.07,0,3.68,2,0.33,2,22
6.14,0,13.12,2,0.32,2,22
12.02,1,11.56,2,7.53,1,121
7.6,1,19.51,0,0.95,2,102
4.66,2,20.12,0,9.24,1,201
11.38,1,3.13,2,0.29,2,122
5,2,92.35,1,4.76,1,211
6.07,0,17.29,2,1.24,0,20
6.85,1,26.5,1,1.64,0,110
5.64,0,19,0,1.34,0,0
3.49,2,0.02,2,0.68,2,222
0.25,2,19.82,0,1.9,0,200
7.73,1,4.31,2,0.31,2,122
6.26,1,54.87,1,5.89,1,111
5.85,0,61.26,1,1.04,2,12
6.78,1,27,1,2.04,0,110
6.78,1,26.5,1,1.64,0,110
6.75,1,27,1,1.91,0,110
10.18,1,20.3,0,0.62,2,102
6.84,1,26.5,1,1.63,0,110
4.94,2,29.72,1,3.5,1,211
6.83,1,27,1,1.63,0,110
12.52,1,15.49,2,0.14,2,122
0.2,2,20.35,0,2.12,0,200
13.19,1,13.7,2,2.21,0,120
6.07,0,90.92,1,0.84,2,12
6.73,1,27,1,1.94,0,110
13.19,1,7.86,2,2.21,0,120
12.67,1,21.14,0,2.01,0,100
0.3,2,0.73,2,2.32,0,220
3.23,2,99.87,1,2.05,0,210
1.2,2,37.8,1,4.56,1,211
5.92,0,22.37,1,1.83,0,10
6.8,1,27,1,1.63,0,110
6.67,1,27,1,1.99,0,110
6.8,1,26.5,1,1.62,0,110
6.74,1,27,1,1.93,0,110
6.86,1,27,1,1.62,0,110
13.9,1,16.82,2,0.71,2,122
9.38,1,20.27,0,1.03,2,102
2.47,2,18.38,0,2.16,0,200
6.8,1,26.5,1,1.64,0,110
6.51,1,19.6,0,4.28,1,101
7.06,1,15.44,2,1.03,2,122
13.07,1,9.86,2,1.63,0,120
6.73,1,27,1,1.92,0,110
4.85,2,37.11,1,0.73,2,212
2.53,2,15.2,2,1.74,0,220
12.81,1,21.71,0,0.49,2,102
2.88,2,19.18,0,5.89,1,201
0.9,2,73.5,1,4.89,1,211
2.15,2,19.99,0,8.73,1,201
6.77,1,26.5,1,1.64,0,110
6.33,1,80.63,1,0.66,2,112
13.4,1,73.25,1,0.45,2,112
10.7,1,4,2,5.37,1,121
13.9,1,2.26,2,1.87,0,120
4.81,2,90.53,1,2.16,0,210
5.66,0,21.55,0,0.49,2,2
8.76,1,23.7,1,1.11,2,112
7.67,1,19.01,0,2.23,0,100
10.16,1,8.03,2,1.67,0,120
1.94,2,18.19,0,5.93,1,201
7.32,1,90.11,1,1,2,112
6.84,1,27,1,1.62,0,110
5.57,0,20.63,0,0.47,2,2
3.26,2,20.94,0,7.47,1,201
6.8,1,26.5,1,1.62,0,110
6.17,0,7.85,2,1.7,0,20
5.51,0,20,0,1.9,0,0
4.11,2,78.2,1,1.6,0,210
6.58,1,6.45,2,8.34,1,121
2.54,2,72.02,1,1.29,0,210
5.88,0,13.78,2,1.2,0,20
8.12,1,0.98,2,0.28,2,122
6.74,1,27,1,1.95,0,110
1.02,2,20.02,0,1.28,0,200
6.74,1,27,1,2.04,0,110
5.55,0,66.5,1,0.8,2,12
6.82,1,27,1,1.63,0,110
5.64,0,20.98,0,0.79,2,2
0.26,2,19.63,0,2.18,0,200
5.61,0,95.69,1,1.36,0,10
2.41,2,18.17,0,9.61,1,201
8.36,1,51.51,1,0.64,2,112
11.24,1,18.46,0,0.18,2,102
8.8,1,8.71,2,3.67,1,121
6.83,1,27,1,1.62,0,110
10.63,1,14.32,2,1.51,0,120
6.82,1,26.5,1,1.63,0,110
6,0,21.09,0,3.3,1,1
2.46,2,37.86,1,2.94,1,211
8.57,1,1.87,2,0.57,2,122
5.86,0,20.3,0,7.75,1,1
2.58,2,21.77,0,1.42,0,200
6.79,1,27,1,1.89,0,110
2.66,2,23.47,1,5.3,1,211
5.66,0,21,0,1.46,0,0
3.59,2,21.76,0,7.98,1,201
0.07,2,90.46,1,2,0,210
10.9,1,21.22,0,6.17,1,101
10.1,1,21.24,0,1.52,0,100
5.63,0,18.76,0,0.55,2,2
7.97,1,3.47,2,1.03,2,122
0.99,2,56.17,1,9.09,1,211
1.23,2,74.5,1,1.84,0,210
6.78,1,27,1,1.91,0,110
6.83,1,27,1,1.63,0,110
5.99,0,18,0,2.17,0,0
6.83,1,26.5,1,1.64,0,110
12.57,1,19.57,0,0.39,2,102
6.79,1,27,1,1.89,0,110
8.88,1,46.76,1,0.21,2,112
2.6,2,19.54,0,0.61,2,202
2.68,2,19.38,0,0.98,2,202
6.82,1,27,1,1.69,0,110
6.76,1,26.5,1,2.03,0,110
3.45,2,59.39,1,2.14,0,210
6.77,1,27,1,1.7,0,110
6.77,1,26.5,1,1.73,0,110
1.7,2,20.8,0,2.47,0,200
3.1,2,10.72,2,0.84,2,222
3.21,2,26,1,1.68,0,210
1.55,2,18.34,0,0,2,202
3.67,2,21.82,0,0.19,2,202
1.5,2,16.29,2,0.98,2,222
4.27,2,13.8,2,0.3,2,222
6.14,0,19.22,0,0.67,2,2
5.68,0,99.98,1,1.04,2,12
4.2,2,63.68,1,6.6,1,211
2.97,2,10.74,2,5.26,1,221
6.78,1,26.5,1,1.64,0,110
5.74,0,16.14,2,1,2,22
6.75,1,27,1,1.86,0,110
6.84,1,27,1,1.63,0,110
6.82,1,26.5,1,1.71,0,110
1.27,2,79.89,1,0.97,2,212
5.58,0,21.41,0,0.25,2,2
0.92,2,38.38,1,0.07,2,212
7.31,1,72.54,1,6.7,1,111
6.79,1,26.5,1,1.62,0,110
6.32,1,18.73,0,1.82,0,100
6.83,1,26.5,1,1.64,0,110
0.11,2,19.54,0,0.15,2,202
9.02,1,3.31,2,6.71,1,121
11.98,1,18.04,0,2.12,0,100
6.79,1,27,1,1.89,0,110
1.22,2,2.79,2,0.32,2,222
0.73,2,58.64,1,1.73,0,210
6.75,1,26.5,1,1.62,0,110
10.1,1,12.25,2,0.11,2,122
6.01,0,10.24,2,0.1,2,22
6.77,1,26.5,1,2.05,0,110
2.11,2,19.55,0,0.88,2,202
6.74,1,27,1,2.01,0,110
6.83,1,27,1,1.63,0,110
1.87,2,18.19,0,1.28,0,200
6.8,1,26.5,1,1.63,0,110
3.01,2,17.9,2,0.88,2,222
4.52,2,65.03,1,2.44,0,210
1.34,2,15.83,2,1.16,2,222
6.8,1,26.5,1,1.62,0,110
5.7,0,22,0,1.79,0,0
9.26,1,13.62,2,0.46,2,122
13.53,1,19.31,0,1.07,2,102
6.78,1,26.5,1,1.71,0,110
11.35,1,10.73,2,2.34,0,120
8.21,1,19.66,0,1.6,0,100
7.65,1,18.14,0,1.55,0,100
6.15,0,66.62,1,1.96,0,10
7.69,1,14.52,2,2.98,1,121
6.06,0,6.17,2,0.03,2,22
6.76,1,26.5,1,1.64,0,110
6.78,1,27,1,1.88,0,110
2.04,2,21.59,0,0.88,2,202
6.83,1,27,1,1.63,0,110
5.89,0,20,0,2.15,0,0
6.74,1,27,1,1.91,0,110
5.93,0,98.28,1,0.51,2,12
6.72,1,27,1,2.01,0,110
11.29,1,55.97,1,0.2,2,112
6.07,0,61.85,1,0.62,2,12
6.82,1,27,1,1.63,0,110
3.01,2,19.53,0,1,2,202
5.84,0,18,0,2.33,0,0
1.44,2,6.81,2,9.36,1,221
3.55,2,8.97,2,1.42,0,220
3.69,2,19.46,0,1.02,2,202
13.97,1,20.7,0,2.14,0,100
2.73,2,95.7,1,1.78,0,210
5.61,0,25.7,1,0.1,2,12
7.62,1,16.31,2,0.14,2,122
7.74,1,21.33,0,2.23,0,100
6.02,0,13.43,2,0.4,2,22
5.71,0,20.94,0,0.34,2,2
6.08,0,11.04,2,1.92,0,20
1.02,2,23.28,1,4.2,1,211
8.84,1,21.12,0,8.43,1,101
2.08,2,0.23,2,0.12,2,222
1.6,2,93.44,1,1.22,0,210
7.87,1,18.62,0,6.44,1,101
0.22,2,15.77,2,2.33,0,220
12.46,1,81.9,1,8.35,1,111
5.99,0,9.59,2,9.08,1,21
5.54,0,16.4,2,0.41,2,22
6,0,72.28,1,4.52,1,11
5.69,0,10.87,2,1.87,0,20
10.72,1,17.27,2,1.78,0,120
6.81,1,26.5,1,1.64,0,110
2.88,2,16.4,2,4.83,1,221
5.74,0,49.07,1,0.78,2,12
7.95,1,52.82,1,0.66,2,112
13.16,1,25.4,1,7.06,1,111
6.83,1,27,1,1.62,0,110
12.43,1,20.29,0,0.83,2,102
11.04,1,8.98,2,1.13,2,122
3.02,2,7.38,2,7.18,1,221
5.34,2,19.17,0,1.02,2,202
4.56,2,3.42,2,0.46,2,222
1.61,2,20.13,0,0.32,2,202
6.03,0,16.86,2,0.18,2,22
5.69,0,18,0,1.73,0,0
6.71,1,27,1,1.87,0,110
6.09,0,25.25,1,3.21,1,11
6.81,1,26.5,1,1.64,0,110
5.44,2,21.64,0,0.39,2,202
5.83,0,66.88,1,6.59,1,11
6.09,0,20.62,0,0.69,2,2
12.21,1,21.53,0,3.85,1,101
6.16,0,42.81,1,3.15,1,11
11.79,1,40.25,1,5.86,1,111
7.99,1,10,2,6.45,1,121
4.16,2,14.91,2,1.11,2,222
0.34,2,18.15,0,0.72,2,202
6.79,1,26.5,1,1.64,0,110
4.84,2,14.2,2,5.79,1,221
5.78,0,66.7,1,0.95,2,12
11.11,1,15.54,2,0.98,2,122
5.93,0,21,0,1.29,0,0
5.6,0,44.59,1,0.81,2,12
13.46,1,73.72,1,0.49,2,112
2.08,2,46.52,1,4.13,1,211
4.16,2,18.73,0,8,1,201
6.67,1,27,1,1.76,0,110
6.76,1,26,1,1.63,0,110
0.24,2,3.76,2,1.76,0,220
5.52,0,20.52,0,0.7,2,2
0.14,2,18.51,0,7.99,1,201
5.85,0,18.35,0,0.51,2,2
3.42,2,8.76,2,0.23,2,222
6.76,1,26,1,1.64,0,110
0.76,2,16.26,2,0.55,2,222
11.22,1,11.99,2,1.79,0,120
5.6,0,15.34,2,0.58,2,22
6.73,1,27,1,1.89,0,110
5.55,0,15.97,2,1.32,0,20
6.8,1,27,1,1.9,0,110
12.97,1,10.26,2,6.66,1,121
5.64,0,21.09,0,0.88,2,2
6.11,0,2.48,2,2.42,0,20
6.79,1,26.5,1,1.71,0,110
7.61,1,21.85,0,1.06,2,102
6.78,1,26,1,1.57,0,110
4.15,2,36.8,1,2.38,0,210
4.75,2,73.1,1,3.67,1,211
5.87,0,81.24,1,1.34,0,10
0.04,2,69.71,1,1.36,0,210
5.99,0,3.97,2,4.97,1,21
10.14,1,49.6,1,1.02,2,112
6.14,0,1.89,2,9.5,1,21
5.66,0,65.29,1,9.35,1,11
3.59,2,21.05,0,2.1,0,200
5.86,0,60.96,1,2.14,0,10
6.08,0,40.87,1,5.74,1,11
13.58,1,20.74,0,6.13,1,101
6.77,1,27,1,1.88,0,110
3.25,2,15.74,2,0,2,222
6.08,0,8.64,2,0.63,2,22
6.02,0,74.78,1,2.19,0,10
5.66,0,84.09,1,8.47,1,11
7.31,1,12.88,2,8.01,1,121
3.46,2,18.19,0,0.55,2,202
6.18,0,18.4,0,8.85,1,1
2.87,2,11.47,2,0.28,2,222
13.09,1,18.7,0,0.93,2,102
5.61,0,17.25,2,0.31,2,22
0.06,2,90.81,1,0.46,2,212
5.68,0,13.62,2,6.49,1,21
6.73,1,27,1,1.91,0,110
8.4,1,40.23,1,1.15,2,112
5.58,0,5.76,2,7.52,1,21
6.77,1,27,1,1.7,0,110
6.12,0,20.63,0,0.73,2,2
7.29,1,10.94,2,0.07,2,122
6.9,1,19.44,0,1.93,0,100
8.81,1,80.89,1,1.1,2,112
3.99,2,14.16,2,9.74,1,221
4.37,2,32.3,1,1.66,0,210
6.06,0,18,0,2.36,0,0
4.56,2,44.82,1,2.11,0,210
6.84,1,26.5,1,1.64,0,110
12.29,1,94.54,1,5.65,1,111
1.11,2,90.66,1,0.99,2,212
5.53,0,7.37,2,0.81,2,22
9.01,1,96.06,1,4.89,1,111
5.71,0,17.83,2,5.69,1,21
2.34,2,13.32,2,0.89,2,222
5.63,0,32.96,1,2.38,0,10
13.14,1,88.33,1,0.77,2,112
6.82,1,26.5,1,1.63,0,110
6.74,1,27,1,2.03,0,110
9.95,1,21.05,0,8.08,1,101
7.7,1,3.52,2,4.64,1,121
6.79,1,26.5,1,1.64,0,110
7.68,1,18.2,0,5.66,1,101
0.3,2,89.63,1,7.05,1,211
0.04,2,17.22,2,0.88,2,222
7.81,1,2.51,2,2.23,0,120
13.06,1,20.17,0,1.72,0,100
5.34,2,21.67,0,3.56,1,201
6.83,1,26.5,1,1.63,0,110
8.34,1,19.84,0,2.36,0,100
6.82,1,27,1,1.63,0,110
11.61,1,21.82,0,0.85,2,102
6.8,1,26.5,1,1.56,0,110
0.23,2,19.11,0,0.86,2,202
5.85,0,40.04,1,0.8,2,12
6.71,1,27,1,2,0,110
5.94,0,68.52,1,7.39,1,11
6.82,1,27,1,1.63,0,110
6.79,1,26.5,1,1.6,0,110
10.36,1,14.9,2,0.58,2,122
5.83,0,18,0,1.95,0,0
5.05,2,3.35,2,0.93,2,222
11,1,19.16,0,1.33,0,100
6.68,1,27,1,1.98,0,110
7.37,1,20.31,0,1.91,0,100
6.72,1,27,1,1.92,0,110
5.55,0,83.66,1,0.1,2,12
6.46,1,20.08,0,0.29,2,102
12.5,1,20.02,0,1.73,0,100
1.52,2,79.18,1,6.68,1,211
12.36,1,21.19,0,0.99,2,102
4.53,2,62.87,1,0.02,2,212
6.02,0,20.07,0,0.11,2,2
1.48,2,46.91,1,8.18,1,211
6.77,1,26.5,1,2.03,0,110
1.08,2,90.03,1,1.28,0,210
12,1,20.92,0,8.46,1,101
